AccessionID,Organism_Name,Species,Genotype,Isolate,Length,Nuc_Completeness,Geo,Country,Host,Tissue_Specimen_Source,Submitters,Collection_Date,Release,Molecule_type
JQ253793.1,Influenza A virus (A/swine/Norway/02_11342/2009(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1701,complete,Norway: Trondelag,Norway,Sus scrofa,,"Gjerset,B., Er,C., Lotvedt,S., Jorgensen,A., Hungnes,O., Lium,B., Germundsson,A.",9/10/2009,11/1/2012,ssRNA(-)
CY104556.1,Influenza A virus (A/DaNang/DN302/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1745,partial,Viet Nam: DaNang,Viet Nam,Homo sapiens,,"Le,M.Q., Lam,H.M., Cuong,V.D., Lam,T.T., Halpin,R.A., Wentworth,D.E., Hien,N.T., Thanh le,T., Phuong,H.V., Horby,P., Boni,M.F., Dugan,V., Halpin,R., Lin,X., Bera,J., Ghedin,E., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Katzel,D., Li,K., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Thovarai,V., Bishop,B., Edworthy,P., Kim,M., Mai,L.T.Q., Ha,N.K., Duc,D.T., Phuong,H.V.M., Hang,N.L.K., Thanh,L.T., Thach,N.C., Huong,T.T., Hien,P.T., Giang,N.H., Bao,Y., Sanders,R., Dernovoy,D., Kiryutin,B., Lipman,D.J., Tatusova,T.",19/8/2008,9/1/2012,ssRNA(-)
CY104571.1,Influenza A virus (A/Hue/H354/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1744,partial,Viet Nam: Hue,Viet Nam,Homo sapiens,,"Le,M.Q., Lam,H.M., Cuong,V.D., Lam,T.T., Halpin,R.A., Wentworth,D.E., Hien,N.T., Thanh le,T., Phuong,H.V., Horby,P., Boni,M.F., Dugan,V., Halpin,R., Lin,X., Bera,J., Ghedin,E., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Katzel,D., Li,K., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Thovarai,V., Bishop,B., Edworthy,P., Kim,M., Mai,L.T.Q., Ha,N.K., Duc,D.T., Phuong,H.V.M., Hang,N.L.K., Thanh,L.T., Thach,N.C., Huong,T.T., Hien,P.T., Giang,N.H., Bao,Y., Sanders,R., Dernovoy,D., Kiryutin,B., Lipman,D.J., Tatusova,T.",30/9/2008,9/1/2012,ssRNA(-)
CY104579.1,Influenza A virus (A/Hue/H433/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1745,partial,Viet Nam: Hue,Viet Nam,Homo sapiens,,"Le,M.Q., Lam,H.M., Cuong,V.D., Lam,T.T., Halpin,R.A., Wentworth,D.E., Hien,N.T., Thanh le,T., Phuong,H.V., Horby,P., Boni,M.F., Dugan,V., Halpin,R., Lin,X., Bera,J., Ghedin,E., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Katzel,D., Li,K., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Thovarai,V., Bishop,B., Edworthy,P., Kim,M., Mai,L.T.Q., Ha,N.K., Duc,D.T., Phuong,H.V.M., Hang,N.L.K., Thanh,L.T., Thach,N.C., Huong,T.T., Hien,P.T., Giang,N.H., Bao,Y., Sanders,R., Dernovoy,D., Kiryutin,B., Lipman,D.J., Tatusova,T.",19/11/2008,9/1/2012,ssRNA(-)
CY104587.1,Influenza A virus (A/Hue/H445/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1744,partial,Viet Nam: Hue,Viet Nam,Homo sapiens,,"Le,M.Q., Lam,H.M., Cuong,V.D., Lam,T.T., Halpin,R.A., Wentworth,D.E., Hien,N.T., Thanh le,T., Phuong,H.V., Horby,P., Boni,M.F., Dugan,V., Halpin,R., Lin,X., Bera,J., Ghedin,E., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Katzel,D., Li,K., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Thovarai,V., Bishop,B., Edworthy,P., Kim,M., Mai,L.T.Q., Ha,N.K., Duc,D.T., Phuong,H.V.M., Hang,N.L.K., Thanh,L.T., Thach,N.C., Huong,T.T., Hien,P.T., Giang,N.H., Bao,Y., Sanders,R., Dernovoy,D., Kiryutin,B., Lipman,D.J., Tatusova,T.",1/12/2008,9/1/2012,ssRNA(-)
CY104595.1,Influenza A virus (A/Hue/H485/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1744,partial,Viet Nam: Hue,Viet Nam,Homo sapiens,,"Le,M.Q., Lam,H.M., Cuong,V.D., Lam,T.T., Halpin,R.A., Wentworth,D.E., Hien,N.T., Thanh le,T., Phuong,H.V., Horby,P., Boni,M.F., Dugan,V., Halpin,R., Lin,X., Bera,J., Ghedin,E., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Katzel,D., Li,K., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Thovarai,V., Bishop,B., Edworthy,P., Kim,M., Mai,L.T.Q., Ha,N.K., Duc,D.T., Phuong,H.V.M., Hang,N.L.K., Thanh,L.T., Thach,N.C., Huong,T.T., Hien,P.T., Giang,N.H., Bao,Y., Sanders,R., Dernovoy,D., Kiryutin,B., Lipman,D.J., Tatusova,T.",27/12/2008,9/1/2012,ssRNA(-)
CY104870.1,Influenza A virus (A/HaNoi/BT241/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1744,partial,Viet Nam: HaNoi,Viet Nam,Homo sapiens,,"Le,M.Q., Lam,H.M., Cuong,V.D., Lam,T.T., Halpin,R.A., Wentworth,D.E., Hien,N.T., Thanh le,T., Phuong,H.V., Horby,P., Boni,M.F., Dugan,V., Halpin,R., Lin,X., Bera,J., Ghedin,E., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Katzel,D., Li,K., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Thovarai,V., Bishop,B., Edworthy,P., Kim,M., Mai,L.T.Q., Ha,N.K., Duc,D.T., Phuong,H.V.M., Hang,N.L.K., Thanh,L.T., Thach,N.C., Huong,T.T., Hien,P.T., Giang,N.H., Bao,Y., Sanders,R., Dernovoy,D., Kiryutin,B., Lipman,D.J., Tatusova,T.",29/7/2008,9/1/2012,ssRNA(-)
CY104878.1,Influenza A virus (A/DaNang/DN238/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1745,partial,Viet Nam: DaNang,Viet Nam,Homo sapiens,,"Le,M.Q., Lam,H.M., Cuong,V.D., Lam,T.T., Halpin,R.A., Wentworth,D.E., Hien,N.T., Thanh le,T., Phuong,H.V., Horby,P., Boni,M.F., Dugan,V., Halpin,R., Lin,X., Bera,J., Ghedin,E., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Katzel,D., Li,K., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Thovarai,V., Bishop,B., Edworthy,P., Kim,M., Mai,L.T.Q., Ha,N.K., Duc,D.T., Phuong,H.V.M., Hang,N.L.K., Thanh,L.T., Thach,N.C., Huong,T.T., Hien,P.T., Giang,N.H., Bao,Y., Sanders,R., Dernovoy,D., Kiryutin,B., Lipman,D.J., Tatusova,T.",2/7/2008,9/1/2012,ssRNA(-)
CY104886.1,Influenza A virus (A/DaNang/DN329/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1744,partial,Viet Nam: DaNang,Viet Nam,Homo sapiens,,"Le,M.Q., Lam,H.M., Cuong,V.D., Lam,T.T., Halpin,R.A., Wentworth,D.E., Hien,N.T., Thanh le,T., Phuong,H.V., Horby,P., Boni,M.F., Dugan,V., Halpin,R., Lin,X., Bera,J., Ghedin,E., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Katzel,D., Li,K., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Thovarai,V., Bishop,B., Edworthy,P., Kim,M., Mai,L.T.Q., Ha,N.K., Duc,D.T., Phuong,H.V.M., Hang,N.L.K., Thanh,L.T., Thach,N.C., Huong,T.T., Hien,P.T., Giang,N.H., Bao,Y., Sanders,R., Dernovoy,D., Kiryutin,B., Lipman,D.J., Tatusova,T.",5/9/2008,9/1/2012,ssRNA(-)
CY104894.1,Influenza A virus (A/DaNang/DN345/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1745,partial,Viet Nam: DaNang,Viet Nam,Homo sapiens,,"Le,M.Q., Lam,H.M., Cuong,V.D., Lam,T.T., Halpin,R.A., Wentworth,D.E., Hien,N.T., Thanh le,T., Phuong,H.V., Horby,P., Boni,M.F., Dugan,V., Halpin,R., Lin,X., Bera,J., Ghedin,E., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Katzel,D., Li,K., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Thovarai,V., Bishop,B., Edworthy,P., Kim,M., Mai,L.T.Q., Ha,N.K., Duc,D.T., Phuong,H.V.M., Hang,N.L.K., Thanh,L.T., Thach,N.C., Huong,T.T., Hien,P.T., Giang,N.H., Bao,Y., Sanders,R., Dernovoy,D., Kiryutin,B., Lipman,D.J., Tatusova,T.",17/9/2008,9/1/2012,ssRNA(-)
CY104902.1,Influenza A virus (A/DaNang/DN364/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1744,partial,Viet Nam: DaNang,Viet Nam,Homo sapiens,,"Le,M.Q., Lam,H.M., Cuong,V.D., Lam,T.T., Halpin,R.A., Wentworth,D.E., Hien,N.T., Thanh le,T., Phuong,H.V., Horby,P., Boni,M.F., Dugan,V., Halpin,R., Lin,X., Bera,J., Ghedin,E., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Katzel,D., Li,K., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Thovarai,V., Bishop,B., Edworthy,P., Kim,M., Mai,L.T.Q., Ha,N.K., Duc,D.T., Phuong,H.V.M., Hang,N.L.K., Thanh,L.T., Thach,N.C., Huong,T.T., Hien,P.T., Giang,N.H., Bao,Y., Sanders,R., Dernovoy,D., Kiryutin,B., Lipman,D.J., Tatusova,T.",30/9/2008,9/1/2012,ssRNA(-)
CY104910.1,Influenza A virus (A/DaNang/DN365/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1745,partial,Viet Nam: DaNang,Viet Nam,Homo sapiens,,"Le,M.Q., Lam,H.M., Cuong,V.D., Lam,T.T., Halpin,R.A., Wentworth,D.E., Hien,N.T., Thanh le,T., Phuong,H.V., Horby,P., Boni,M.F., Dugan,V., Halpin,R., Lin,X., Bera,J., Ghedin,E., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Katzel,D., Li,K., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Thovarai,V., Bishop,B., Edworthy,P., Kim,M., Mai,L.T.Q., Ha,N.K., Duc,D.T., Phuong,H.V.M., Hang,N.L.K., Thanh,L.T., Thach,N.C., Huong,T.T., Hien,P.T., Giang,N.H., Bao,Y., Sanders,R., Dernovoy,D., Kiryutin,B., Lipman,D.J., Tatusova,T.",30/9/2008,9/1/2012,ssRNA(-)
CY104918.1,Influenza A virus (A/DaNang/DN431/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1745,partial,Viet Nam: DaNang,Viet Nam,Homo sapiens,,"Le,M.Q., Lam,H.M., Cuong,V.D., Lam,T.T., Halpin,R.A., Wentworth,D.E., Hien,N.T., Thanh le,T., Phuong,H.V., Horby,P., Boni,M.F., Dugan,V., Halpin,R., Lin,X., Bera,J., Ghedin,E., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Katzel,D., Li,K., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Thovarai,V., Bishop,B., Edworthy,P., Kim,M., Mai,L.T.Q., Ha,N.K., Duc,D.T., Phuong,H.V.M., Hang,N.L.K., Thanh,L.T., Thach,N.C., Huong,T.T., Hien,P.T., Giang,N.H., Bao,Y., Sanders,R., Dernovoy,D., Kiryutin,B., Lipman,D.J., Tatusova,T.",10/11/2008,9/1/2012,ssRNA(-)
CY104926.1,Influenza A virus (A/DaNang/DN432/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1748,partial,Viet Nam: DaNang,Viet Nam,Homo sapiens,,"Le,M.Q., Lam,H.M., Cuong,V.D., Lam,T.T., Halpin,R.A., Wentworth,D.E., Hien,N.T., Thanh le,T., Phuong,H.V., Horby,P., Boni,M.F., Dugan,V., Halpin,R., Lin,X., Bera,J., Ghedin,E., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Katzel,D., Li,K., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Thovarai,V., Bishop,B., Edworthy,P., Kim,M., Mai,L.T.Q., Ha,N.K., Duc,D.T., Phuong,H.V.M., Hang,N.L.K., Thanh,L.T., Thach,N.C., Huong,T.T., Hien,P.T., Giang,N.H., Bao,Y., Sanders,R., Dernovoy,D., Kiryutin,B., Lipman,D.J., Tatusova,T.",11/11/2008,9/1/2012,ssRNA(-)
CY104934.1,Influenza A virus (A/DaNang/DN467/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1744,partial,Viet Nam: DaNang,Viet Nam,Homo sapiens,,"Le,M.Q., Lam,H.M., Cuong,V.D., Lam,T.T., Halpin,R.A., Wentworth,D.E., Hien,N.T., Thanh le,T., Phuong,H.V., Horby,P., Boni,M.F., Dugan,V., Halpin,R., Lin,X., Bera,J., Ghedin,E., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Katzel,D., Li,K., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Thovarai,V., Bishop,B., Edworthy,P., Kim,M., Mai,L.T.Q., Ha,N.K., Duc,D.T., Phuong,H.V.M., Hang,N.L.K., Thanh,L.T., Thach,N.C., Huong,T.T., Hien,P.T., Giang,N.H., Bao,Y., Sanders,R., Dernovoy,D., Kiryutin,B., Lipman,D.J., Tatusova,T.",3/12/2008,9/1/2012,ssRNA(-)
CY104942.1,Influenza A virus (A/DaNang/DN479/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1745,partial,Viet Nam: DaNang,Viet Nam,Homo sapiens,,"Le,M.Q., Lam,H.M., Cuong,V.D., Lam,T.T., Halpin,R.A., Wentworth,D.E., Hien,N.T., Thanh le,T., Phuong,H.V., Horby,P., Boni,M.F., Dugan,V., Halpin,R., Lin,X., Bera,J., Ghedin,E., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Katzel,D., Li,K., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Thovarai,V., Bishop,B., Edworthy,P., Kim,M., Mai,L.T.Q., Ha,N.K., Duc,D.T., Phuong,H.V.M., Hang,N.L.K., Thanh,L.T., Thach,N.C., Huong,T.T., Hien,P.T., Giang,N.H., Bao,Y., Sanders,R., Dernovoy,D., Kiryutin,B., Lipman,D.J., Tatusova,T.",15/12/2008,9/1/2012,ssRNA(-)
CY104950.1,Influenza A virus (A/Hue/H257/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1750,partial,Viet Nam: Hue,Viet Nam,Homo sapiens,,"Le,M.Q., Lam,H.M., Cuong,V.D., Lam,T.T., Halpin,R.A., Wentworth,D.E., Hien,N.T., Thanh le,T., Phuong,H.V., Horby,P., Boni,M.F., Dugan,V., Halpin,R., Lin,X., Bera,J., Ghedin,E., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Katzel,D., Li,K., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Thovarai,V., Bishop,B., Edworthy,P., Kim,M., Mai,L.T.Q., Ha,N.K., Duc,D.T., Phuong,H.V.M., Hang,N.L.K., Thanh,L.T., Thach,N.C., Huong,T.T., Hien,P.T., Giang,N.H., Bao,Y., Sanders,R., Dernovoy,D., Kiryutin,B., Lipman,D.J., Tatusova,T.",14/7/2008,9/1/2012,ssRNA(-)
CY104958.1,Influenza A virus (A/Hue/H259/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1750,partial,Viet Nam: Hue,Viet Nam,Homo sapiens,,"Le,M.Q., Lam,H.M., Cuong,V.D., Lam,T.T., Halpin,R.A., Wentworth,D.E., Hien,N.T., Thanh le,T., Phuong,H.V., Horby,P., Boni,M.F., Dugan,V., Halpin,R., Lin,X., Bera,J., Ghedin,E., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Katzel,D., Li,K., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Thovarai,V., Bishop,B., Edworthy,P., Kim,M., Mai,L.T.Q., Ha,N.K., Duc,D.T., Phuong,H.V.M., Hang,N.L.K., Thanh,L.T., Thach,N.C., Huong,T.T., Hien,P.T., Giang,N.H., Bao,Y., Sanders,R., Dernovoy,D., Kiryutin,B., Lipman,D.J., Tatusova,T.",15/7/2008,9/1/2012,ssRNA(-)
CY104966.1,Influenza A virus (A/Hue/H274/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1751,partial,Viet Nam: Hue,Viet Nam,Homo sapiens,,"Le,M.Q., Lam,H.M., Cuong,V.D., Lam,T.T., Halpin,R.A., Wentworth,D.E., Hien,N.T., Thanh le,T., Phuong,H.V., Horby,P., Boni,M.F., Dugan,V., Halpin,R., Lin,X., Bera,J., Ghedin,E., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Katzel,D., Li,K., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Thovarai,V., Bishop,B., Edworthy,P., Kim,M., Mai,L.T.Q., Ha,N.K., Duc,D.T., Phuong,H.V.M., Hang,N.L.K., Thanh,L.T., Thach,N.C., Huong,T.T., Hien,P.T., Giang,N.H., Bao,Y., Sanders,R., Dernovoy,D., Kiryutin,B., Lipman,D.J., Tatusova,T.",25/7/2008,9/1/2012,ssRNA(-)
CY104974.1,Influenza A virus (A/Hue/H339/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1749,partial,Viet Nam: Hue,Viet Nam,Homo sapiens,,"Le,M.Q., Lam,H.M., Cuong,V.D., Lam,T.T., Halpin,R.A., Wentworth,D.E., Hien,N.T., Thanh le,T., Phuong,H.V., Horby,P., Boni,M.F., Dugan,V., Halpin,R., Lin,X., Bera,J., Ghedin,E., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Katzel,D., Li,K., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Thovarai,V., Bishop,B., Edworthy,P., Kim,M., Mai,L.T.Q., Ha,N.K., Duc,D.T., Phuong,H.V.M., Hang,N.L.K., Thanh,L.T., Thach,N.C., Huong,T.T., Hien,P.T., Giang,N.H., Bao,Y., Sanders,R., Dernovoy,D., Kiryutin,B., Lipman,D.J., Tatusova,T.",17/9/2008,9/1/2012,ssRNA(-)
CY104982.1,Influenza A virus (A/Hue/H386/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1745,partial,Viet Nam: Hue,Viet Nam,Homo sapiens,,"Le,M.Q., Lam,H.M., Cuong,V.D., Lam,T.T., Halpin,R.A., Wentworth,D.E., Hien,N.T., Thanh le,T., Phuong,H.V., Horby,P., Boni,M.F., Dugan,V., Halpin,R., Lin,X., Bera,J., Ghedin,E., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Katzel,D., Li,K., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Thovarai,V., Bishop,B., Edworthy,P., Kim,M., Mai,L.T.Q., Ha,N.K., Duc,D.T., Phuong,H.V.M., Hang,N.L.K., Thanh,L.T., Thach,N.C., Huong,T.T., Hien,P.T., Giang,N.H., Bao,Y., Sanders,R., Dernovoy,D., Kiryutin,B., Lipman,D.J., Tatusova,T.",20/10/2008,9/1/2012,ssRNA(-)
CY104990.1,Influenza A virus (A/Hue/H396/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1745,partial,Viet Nam: Hue,Viet Nam,Homo sapiens,,"Le,M.Q., Lam,H.M., Cuong,V.D., Lam,T.T., Halpin,R.A., Wentworth,D.E., Hien,N.T., Thanh le,T., Phuong,H.V., Horby,P., Boni,M.F., Dugan,V., Halpin,R., Lin,X., Bera,J., Ghedin,E., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Katzel,D., Li,K., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Thovarai,V., Bishop,B., Edworthy,P., Kim,M., Mai,L.T.Q., Ha,N.K., Duc,D.T., Phuong,H.V.M., Hang,N.L.K., Thanh,L.T., Thach,N.C., Huong,T.T., Hien,P.T., Giang,N.H., Bao,Y., Sanders,R., Dernovoy,D., Kiryutin,B., Lipman,D.J., Tatusova,T.",30/10/2008,9/1/2012,ssRNA(-)
CY104998.1,Influenza A virus (A/Hue/H400/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1744,partial,Viet Nam: Hue,Viet Nam,Homo sapiens,,"Le,M.Q., Lam,H.M., Cuong,V.D., Lam,T.T., Halpin,R.A., Wentworth,D.E., Hien,N.T., Thanh le,T., Phuong,H.V., Horby,P., Boni,M.F., Dugan,V., Halpin,R., Lin,X., Bera,J., Ghedin,E., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Katzel,D., Li,K., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Thovarai,V., Bishop,B., Edworthy,P., Kim,M., Mai,L.T.Q., Ha,N.K., Duc,D.T., Phuong,H.V.M., Hang,N.L.K., Thanh,L.T., Thach,N.C., Huong,T.T., Hien,P.T., Giang,N.H., Bao,Y., Sanders,R., Dernovoy,D., Kiryutin,B., Lipman,D.J., Tatusova,T.",3/11/2008,9/1/2012,ssRNA(-)
CY105006.1,Influenza A virus (A/Hue/H409/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1745,partial,Viet Nam: Hue,Viet Nam,Homo sapiens,,"Le,M.Q., Lam,H.M., Cuong,V.D., Lam,T.T., Halpin,R.A., Wentworth,D.E., Hien,N.T., Thanh le,T., Phuong,H.V., Horby,P., Boni,M.F., Dugan,V., Halpin,R., Lin,X., Bera,J., Ghedin,E., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Katzel,D., Li,K., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Thovarai,V., Bishop,B., Edworthy,P., Kim,M., Mai,L.T.Q., Ha,N.K., Duc,D.T., Phuong,H.V.M., Hang,N.L.K., Thanh,L.T., Thach,N.C., Huong,T.T., Hien,P.T., Giang,N.H., Bao,Y., Sanders,R., Dernovoy,D., Kiryutin,B., Lipman,D.J., Tatusova,T.",5/11/2008,9/1/2012,ssRNA(-)
CY105014.1,Influenza A virus (A/Hue/H441/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1745,partial,Viet Nam: Hue,Viet Nam,Homo sapiens,,"Le,M.Q., Lam,H.M., Cuong,V.D., Lam,T.T., Halpin,R.A., Wentworth,D.E., Hien,N.T., Thanh le,T., Phuong,H.V., Horby,P., Boni,M.F., Dugan,V., Halpin,R., Lin,X., Bera,J., Ghedin,E., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Katzel,D., Li,K., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Thovarai,V., Bishop,B., Edworthy,P., Kim,M., Mai,L.T.Q., Ha,N.K., Duc,D.T., Phuong,H.V.M., Hang,N.L.K., Thanh,L.T., Thach,N.C., Huong,T.T., Hien,P.T., Giang,N.H., Bao,Y., Sanders,R., Dernovoy,D., Kiryutin,B., Lipman,D.J., Tatusova,T.",2008,9/1/2012,ssRNA(-)
CY105022.1,Influenza A virus (A/Hue/H413/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1745,partial,Viet Nam: Hue,Viet Nam,Homo sapiens,,"Le,M.Q., Lam,H.M., Cuong,V.D., Lam,T.T., Halpin,R.A., Wentworth,D.E., Hien,N.T., Thanh le,T., Phuong,H.V., Horby,P., Boni,M.F., Dugan,V., Halpin,R., Lin,X., Bera,J., Ghedin,E., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Katzel,D., Li,K., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Thovarai,V., Bishop,B., Edworthy,P., Kim,M., Mai,L.T.Q., Ha,N.K., Duc,D.T., Phuong,H.V.M., Hang,N.L.K., Thanh,L.T., Thach,N.C., Huong,T.T., Hien,P.T., Giang,N.H., Bao,Y., Sanders,R., Dernovoy,D., Kiryutin,B., Lipman,D.J., Tatusova,T.",7/11/2008,9/1/2012,ssRNA(-)
CY105030.1,Influenza A virus (A/Hue/H414/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1745,partial,Viet Nam: Hue,Viet Nam,Homo sapiens,,"Le,M.Q., Lam,H.M., Cuong,V.D., Lam,T.T., Halpin,R.A., Wentworth,D.E., Hien,N.T., Thanh le,T., Phuong,H.V., Horby,P., Boni,M.F., Dugan,V., Halpin,R., Lin,X., Bera,J., Ghedin,E., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Katzel,D., Li,K., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Thovarai,V., Bishop,B., Edworthy,P., Kim,M., Mai,L.T.Q., Ha,N.K., Duc,D.T., Phuong,H.V.M., Hang,N.L.K., Thanh,L.T., Thach,N.C., Huong,T.T., Hien,P.T., Giang,N.H., Bao,Y., Sanders,R., Dernovoy,D., Kiryutin,B., Lipman,D.J., Tatusova,T.",10/11/2008,9/1/2012,ssRNA(-)
CY105038.1,Influenza A virus (A/Hue/H418/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1745,partial,Viet Nam: Hue,Viet Nam,Homo sapiens,,"Le,M.Q., Lam,H.M., Cuong,V.D., Lam,T.T., Halpin,R.A., Wentworth,D.E., Hien,N.T., Thanh le,T., Phuong,H.V., Horby,P., Boni,M.F., Dugan,V., Halpin,R., Lin,X., Bera,J., Ghedin,E., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Katzel,D., Li,K., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Thovarai,V., Bishop,B., Edworthy,P., Kim,M., Mai,L.T.Q., Ha,N.K., Duc,D.T., Phuong,H.V.M., Hang,N.L.K., Thanh,L.T., Thach,N.C., Huong,T.T., Hien,P.T., Giang,N.H., Bao,Y., Sanders,R., Dernovoy,D., Kiryutin,B., Lipman,D.J., Tatusova,T.",11/11/2008,9/1/2012,ssRNA(-)
CY105046.1,Influenza A virus (A/Hue/H423/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1745,partial,Viet Nam: Hue,Viet Nam,Homo sapiens,,"Le,M.Q., Lam,H.M., Cuong,V.D., Lam,T.T., Halpin,R.A., Wentworth,D.E., Hien,N.T., Thanh le,T., Phuong,H.V., Horby,P., Boni,M.F., Dugan,V., Halpin,R., Lin,X., Bera,J., Ghedin,E., Fedorova,N., Overton,L., Tsitrin,T., Stockwell,T., Katzel,D., Li,K., Amedeo,P., Schobel,S., Shrivastava,S., Wang,S., Thovarai,V., Bishop,B., Edworthy,P., Kim,M., Mai,L.T.Q., Ha,N.K., Duc,D.T., Phuong,H.V.M., Hang,N.L.K., Thanh,L.T., Thach,N.C., Huong,T.T., Hien,P.T., Giang,N.H., Bao,Y., Sanders,R., Dernovoy,D., Kiryutin,B., Lipman,D.J., Tatusova,T.",13/11/2008,9/1/2012,ssRNA(-)
